Details,Posting Date,Description,Amount,Type,Account Head,Statement
CREDIT,20/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231220 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029459216 EED:231220   IND ID:1AALS6NOBJ2ZYWM              IND NAME:Snovoo TRN: 3549459216TC,205.45,ACH_CREDIT,Sales,Profit and Loss
CREDIT,27/10/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015712713 EED:231030   IND ID:ST-J0V2O5Y6U4A5              IND NAME:VIJAY SIVARAJU TRN: 3035712713TC,206.32,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230414 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023823654 EED:230414   IND ID:IW956VIJAD7KPQ3              IND NAME:Summer Pawz TRN: 1043823654TC,206.4,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/11/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230411 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000025334247 EED:230411   IND ID:RNH9AP5EQTKFI79              IND NAME:Absolut Pet TRN: 1015334247TC,206.41,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014156905 EED:230317   IND ID:ST-R7Y6O7W0N1F7              IND NAME:VIJAY SIVARAJU TRN: 0764156905TC,206.54,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/1/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016491536 EED:231201   IND ID:ST-I3Q7D0R7N1N8              IND NAME:VIJAY SIVARAJU TRN: 3356491536TC,208.01,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/6/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016532623 EED:230623   IND ID:ST-H5E1K6M4W2G5              IND NAME:ECOM CONSULTING TRN: 1746532623TC,208.75,ACH_CREDIT,Sales,Profit and Loss
CREDIT,16/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230216 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000025170891 EED:230216   IND ID:87SP2JDSOTR5C5P              IND NAME:Absolut Pet TRN: 0475170891TC,210.8,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230321 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023483198 EED:230321   IND ID:6CEFOBOQBRRI7ZH              IND NAME:Absolut Pet TRN: 0803483198TC,210.8,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230502 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020105758 EED:230502   IND ID:Y25LD49TIELNOSY              IND NAME:Absolut Pet TRN: 1220105758TC,211.1,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/7/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017115974 EED:230725   IND ID:ST-H4M7M0O7C4E5              IND NAME:ECOMCONSULTING LLC TRN: 2067115974TC,211.22,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/7/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017043555 EED:230718   IND ID:ST-H0H3Y8F8G4E1              IND NAME:ECOMCONSULTING LLC TRN: 1997043555TC,211.9,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/2/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016401184 EED:231102   IND ID:ST-I2Q4C9M3X6O0              IND NAME:VIJAY SIVARAJU TRN: 3066401184TC,212.69,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/6/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014457912 EED:230620   IND ID:ST-I5Y6H5U6W3B7              IND NAME:VIJAY SIVARAJU TRN: 1714457912TC,213,ACH_CREDIT,Sales,Profit and Loss
CREDIT,16/6/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015214327 EED:230616   IND ID:ST-E4A6G3F4T2E2              IND NAME:VIJAY SIVARAJU TRN: 1675214327TC,213,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/6/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019135422 EED:230628   IND ID:ST-N2J4R1Q6D8S5              IND NAME:VIJAY SIVARAJU TRN: 1799135422TC,213,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/9/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013713820 EED:231109   IND ID:ST-M7X7J2K9I6G0              IND NAME:VIJAY SIVARAJU TRN: 3133713820TC,213.4,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/7/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012133746 EED:230719   IND ID:ST-K9O5C3B6F9I5              IND NAME:ECOMCONSULTING LLC TRN: 2002133746TC,213.72,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/7/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010850928 EED:230714   IND ID:ST-B0O0X5X5L6I8              IND NAME:ECOMCONSULTING LLC TRN: 1950850928TC,213.73,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/6/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014457244 EED:230620   IND ID:ST-O9A8Y8W8W7U6              IND NAME:VIJAY SIVARAJU TRN: 1714457244TC,213.85,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230418 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024819296 EED:230418   IND ID:DPRDOU02R7LMR4O              IND NAME:Absolut Pet TRN: 1084819296TC,215.8,ACH_CREDIT,Sales,Profit and Loss
CREDIT,22/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230222 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024434153 EED:230222   IND ID:JLN4DOPPWOZAYR0              IND NAME:Absolut Pet TRN: 0534434153TC,215.81,ACH_CREDIT,Sales,Profit and Loss
CREDIT,3/8/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230308 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024364282 EED:230308   IND ID:GC7794HDR3MV33Q              IND NAME:Absolut Pet TRN: 0674364282TC,215.81,ACH_CREDIT,Sales,Profit and Loss
CREDIT,23/8/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230822 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022282943 EED:230822   IND ID:MV13POVOPPX2UZY              IND NAME:Absolut Pet TRN: 2342282943TC,215.81,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230321 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000026902805 EED:230321   IND ID:GKTD1CN5XC3NLHH              IND NAME:Absolut Pet TRN: 0806902805TC,216.45,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/5/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016690425 EED:230524   IND ID:ST-D8T4H9F6M7U6              IND NAME:ECOM CONSULTING TRN: 1446690425TC,218.3,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231221 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029707026 EED:231221   IND ID:DGXWFDWPG4SS37G              IND NAME:Absolut Pet TRN: 3559707026TC,218.62,ACH_CREDIT,Sales,Profit and Loss
CREDIT,29/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011442838 EED:230329   IND ID:ST-Q9I5M9Z4U8R1              IND NAME:VIJAY SIVARAJU TRN: 0881442838TC,219.59,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231220 CO ENTRY DESCR:AutoPay   SEC:CCD    TRACE#:101019647614038 EED:231221   IND ID:QBFPQ4PRADNJQAB              IND NAME:Snovoo TRN: 3557614038TC,219.87,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/2/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015804920 EED:230802   IND ID:ST-L1T9F7P3W5D5              IND NAME:ECOM CONSULTING TRN: 2145804920TC,222.71,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/6/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017083464 EED:230614   IND ID:ST-K5O0M1Q5X7H1              IND NAME:VIJAY SIVARAJU TRN: 1657083464TC,223.39,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231212 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029392332 EED:231212   IND ID:NQYMKVZ1LSD0A2A              IND NAME:Absolut Pet TRN: 3469392332TC,224.86,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/10/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013478501 EED:230710   IND ID:ST-Z0H2H0Z8K8L7              IND NAME:ECOM CONSULTING TRN: 1913478501TC,225.89,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/12/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231213 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027856124 EED:231213   IND ID:8M4W53QLBK4I71O              IND NAME:Absolut Pet TRN: 3477856124TC,229.58,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/8/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230608 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022890518 EED:230608   IND ID:LFQI5RDZPG7G0BD              IND NAME:Absolut Pet TRN: 1592890518TC,229.61,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/1/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015149865 EED:230801   IND ID:ST-F8T6A1M7E0X7              IND NAME:ECOMCONSULTING LLC TRN: 2135149865TC,230.15,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/6/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019213587 EED:230406   IND ID:ST-L5R8W9L4H9Q8              IND NAME:ECOM CONSULTING TRN: 0969213587TC,230.44,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/7/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010851354 EED:230714   IND ID:ST-S5H5P5D3H4P7              IND NAME:VIJAY SIVARAJU TRN: 1950851354TC,230.66,ACH_CREDIT,Sales,Profit and Loss
CREDIT,9/12/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015613018 EED:230912   IND ID:ST-G7N8Y0V3L8X2              IND NAME:VIJAY SIVARAJU TRN: 2555613018TC,231.5,ACH_CREDIT,Sales,Profit and Loss
CREDIT,10/12/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017007706 EED:231012   IND ID:ST-G9X5S0L8C1A0              IND NAME:VIJAY SIVARAJU TRN: 2857007706TC,231.8,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/2/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014921509 EED:230502   IND ID:ST-F7Y5N0D2A0F2              IND NAME:ECOM CONSULTING TRN: 1224921509TC,232.12,ACH_CREDIT,Sales,Profit and Loss
CREDIT,30/6/2023,ORIG CO NAME:Shopify Powerpup       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013885993 EED:230629   IND ID:ST-R0I7P4M4M5E4              IND NAME:ECOMCONSULTING LLC TRN: 1803885993TC,232.42,ACH_CREDIT,Sales,Profit and Loss
CREDIT,22/12/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015957444 EED:231222   IND ID:ST-A0Z7I2L8W6J7              IND NAME:ECOM CONSULTING TRN: 3565957444TC,232.6,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/4/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012066883 EED:230413   IND ID:ST-I1Z9Y5R2U0U8              IND NAME:ECOM CONSULTING TRN: 1032066883TC,232.65,ACH_CREDIT,Sales,Profit and Loss
CREDIT,31/7/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015766850 EED:230728   IND ID:ST-A1V6G4V1B1R4              IND NAME:VIJAY SIVARAJU TRN: 2095766850TC,233.9,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/4/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018384369 EED:230804   IND ID:ST-D6S3S4M5Q1Y3              IND NAME:VIJAY SIVARAJU TRN: 2168384369TC,233.96,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230228 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022725181 EED:230228   IND ID:G3RFMQLYHUOGHEJ              IND NAME:Absolut Pet TRN: 0592725181TC,234.61,ACH_CREDIT,Sales,Profit and Loss
CREDIT,22/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014989454 EED:230322   IND ID:ST-V2X3T4T2S5M9              IND NAME:ECOM CONSULTING TRN: 0814989454TC,235.13,ACH_CREDIT,Sales,Profit and Loss
CREDIT,2/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230202 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022805054 EED:230202   IND ID:VRZTRLEMF22Z8V2              IND NAME:Absolut Pet TRN: 0332805054TC,239.02,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/8/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015140364 EED:230816   IND ID:ST-I6N9P4Z6H3H5              IND NAME:VIJAY SIVARAJU TRN: 2285140364TC,240.37,ACH_CREDIT,Sales,Profit and Loss
CREDIT,11/10/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012341258 EED:231110   IND ID:ST-W5A0J7D4O6G6              IND NAME:VIJAY SIVARAJU TRN: 3142341258TC,240.43,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/5/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018977832 EED:230515   IND ID:ST-U0R3R6P4I5X5              IND NAME:VIJAY SIVARAJU TRN: 1358977832TC,240.73,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/11/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016796624 EED:231128   IND ID:ST-H7H5T9O4O5A3              IND NAME:ECOM CONSULTING TRN: 3326796624TC,240.82,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/12/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012153907 EED:230612   IND ID:ST-L8M5V8P4O8V9              IND NAME:VIJAY SIVARAJU TRN: 1632153907TC,240.98,ACH_CREDIT,Sales,Profit and Loss
CREDIT,1/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230104 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027760902 EED:230104   IND ID:B1O06AJOWKZL1X9              IND NAME:Absolut Pet TRN: 0047760902TC,242.54,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/5/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018975353 EED:230515   IND ID:ST-I5E0O3U5X4K3              IND NAME:ECOM CONSULTING TRN: 1358975353TC,243.06,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230425 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000025120643 EED:230425   IND ID:7TEGGKB4IBWNNP3              IND NAME:Absolut Pet TRN: 1155120643TC,243.73,ACH_CREDIT,Sales,Profit and Loss
CREDIT,3/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:394440     DESC DATE:230306 CO ENTRY DESCR:AutoPay   SEC:CCD    TRACE#:124084801609881 EED:230307   IND ID:RCSS1C42J193DJ1              IND NAME:Absolut Pet TRN: 0661609881TC,244.34,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:394440     DESC DATE:230403 CO ENTRY DESCR:AutoPay   SEC:CCD    TRACE#:124084804654457 EED:230404   IND ID:WO6TQMSIK4T51CM              IND NAME:Absolut Pet TRN: 0944654457TC,244.34,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/6/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014495613 EED:230706   IND ID:ST-Y3R9H5R9O2B1              IND NAME:ECOM CONSULTING TRN: 1874495613TC,244.58,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/10/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011475038 EED:230410   IND ID:ST-M3Y6P6I3V4Z6              IND NAME:VIJAY SIVARAJU TRN: 1001475038TC,246.98,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230418 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022921408 EED:230418   IND ID:4AJCRUKEUWEZR7N              IND NAME:Absolut Pet TRN: 1082921408TC,248.75,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/2/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017549099 EED:230602   IND ID:ST-P6W1R7U8R0N3              IND NAME:VIJAY SIVARAJU TRN: 1537549099TC,249.08,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/5/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:231205 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029465024 EED:231205   IND ID:X3603IKPU3Y6XVE              IND NAME:Snovoo TRN: 3399465024TC,249.94,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/11/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015396130 EED:231117   IND ID:ST-H8A5Q7Q2C0H5              IND NAME:VIJAY SIVARAJU TRN: 3215396130TC,250.32,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/3/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013449999 EED:230403   IND ID:ST-V1R9I5S3Q1O7              IND NAME:VIJAY SIVARAJU TRN: 0933449999TC,250.77,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230213 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000021662978 EED:230213   IND ID:U65TLKKV7K84Z7R              IND NAME:Absolut Pet TRN: 0441662978TC,251.22,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/10/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019330968 EED:230810   IND ID:ST-P5M9X4U6H7W0              IND NAME:VIJAY SIVARAJU TRN: 2229330968TC,252.62,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/6/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017083560 EED:230614   IND ID:ST-P2C3F2W1Q5K3              IND NAME:ECOM CONSULTING TRN: 1657083560TC,252.66,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230421 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000021136264 EED:230421   IND ID:BU5K58XWSC2HALD              IND NAME:Absolut Pet TRN: 1111136264TC,253.46,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/3/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015166590 EED:230313   IND ID:ST-S8V5K0A9X3C6              IND NAME:VIJAY SIVARAJU TRN: 0725166590TC,253.7,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/7/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:394440     DESC DATE:230724 CO ENTRY DESCR:AutoPay   SEC:CCD    TRACE#:124084807092802 EED:230725   IND ID:61IE5NG81TZCGVJ              IND NAME:Absolut Pet TRN: 2067092802TC,253.75,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/12/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018103461 EED:230512   IND ID:ST-E2U9W2H0K7P2              IND NAME:ECOM CONSULTING TRN: 1328103461TC,254.67,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/6/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011728652 EED:231206   IND ID:ST-X1G2R0I2U6S1              IND NAME:ECOM CONSULTING TRN: 3401728652TC,255.55,ACH_CREDIT,Sales,Profit and Loss
CREDIT,1/6/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016935795 EED:230106   IND ID:ST-L7X2R5O6X1V9              IND NAME:VIJAY SIVARAJU TRN: 0066935795TC,256.38,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/1/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230125 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000021966313 EED:230125   IND ID:IGWR1GRXW07A7UJ              IND NAME:Absolut Pet TRN: 0251966313TC,257.85,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/5/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018165488 EED:230405   IND ID:ST-X4X9W0K3J2S4              IND NAME:ECOM CONSULTING TRN: 0958165488TC,259.01,ACH_CREDIT,Sales,Profit and Loss
CREDIT,16/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012793999 EED:230929   IND ID:ST-S3R2D0T8J0D0              IND NAME:VIJAY SIVARAJU TRN: 2722793999TC,259.03,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/11/2023,ORIG CO NAME:Shopify Sopanova       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019864740 EED:231116   IND ID:ST-W6I8U3G2B5V5              IND NAME:ECOM CONSULTING TRN: 3209864740TC,260.88,ACH_CREDIT,Sales,Profit and Loss
